iter	RMSE
649	0.4081726653
650	0.4073951221
651	0.4064023389
652	0.4056731205
653	0.4048084805
654	0.4036967852
655	0.4028582171
656	0.4022675648
657	0.4009802207
658	0.3995420639
659	0.3982726513
660	0.3969089062
661	0.3957702162
662	0.3951797577
663	0.3949895596
664	0.3936702263
665	0.3926917775
666	0.3915662412
667	0.3906346506
668	0.3895921221
669	0.3885760727
670	0.3878919972
671	0.3872868108
672	0.3866238169
673	0.3859514098
674	0.3848624517
675	0.3838791254
676	0.383223328
677	0.3822251223
678	0.3815245849
679	0.3798661363
680	0.3795211131
681	0.3787731456
682	0.3785309382
683	0.3784813097
684	0.3769696968
685	0.3760096178
686	0.3750429283
687	0.3740589692
688	0.3730822595
689	0.3722752358
690	0.3713567992
691	0.3706361038
692	0.3701625619
693	0.3692988
694	0.3681762965
695	0.3672461793
696	0.3671684357
697	0.3661175412
698	0.3649051147
699	0.3635405144
700	0.3629231122
701	0.3620465815
702	0.3608358706
703	0.359031895
704	0.3581962944
705	0.357125738
706	0.3564516104
707	0.3558692624
708	0.3553168645
709	0.3548350849
710	0.3544019638
711	0.3535557884
712	0.3534195705
713	0.3526259509
714	0.3524437132
715	0.3512592082
716	0.3507109833
717	0.3498170052
718	0.348368407
719	0.3464806048
720	0.345986607
721	0.3448696675
722	0.3448149325
723	0.3447427474
724	0.3440000101
725	0.3436192734
726	0.3431073179
727	0.3418459502
728	0.3408931886
729	0.3405857083
730	0.3400874681
731	0.3394091925
732	0.3390474649
733	0.3378068053
734	0.3366913106
735	0.3357613834
736	0.3349857627
737	0.3342590155
738	0.3330584421
739	0.3321871095
740	0.3313505465
741	0.3298074234
742	0.3291679218
743	0.3280985069
744	0.3277279882
745	0.3267729603
746	0.3259097442
747	0.3251964698
748	0.3244064136
749	0.3236671205
750	0.3232470355
751	0.3230816438
752	0.3227470101
753	0.3216364367
754	0.3212057187
755	0.3205458842
756	0.3193220424
757	0.3183581558
758	0.3177158864
759	0.3170624573
760	0.3161841291
761	0.3148585581
762	0.3140020242
763	0.3137125618
764	0.3128769469
765	0.3125649048
766	0.3121624096
767	0.3115023125
768	0.3102214427
769	0.3099392765
770	0.3096594766
771	0.309377055
772	0.3084618342
773	0.3077203667
774	0.306996882
775	0.3060449243
776	0.3058057575
777	0.3050355788
778	0.3043898977
779	0.3043210627
780	0.3036412028
781	0.3028324758
782	0.3024798428
783	0.3021283451
784	0.3013972252
785	0.3012910466
786	0.3010655176
787	0.3000379464
788	0.2999882433
789	0.2994894486
790	0.2990490502
791	0.298020364
792	0.2971084427
793	0.2960198585
794	0.2956672515
795	0.2949718293
796	0.2944271382
797	0.2942010563
798	0.2939969924
799	0.2924506184
800	0.2917496945
801	0.2910751668
802	0.2901255587
803	0.2895799361
804	0.2891092752
805	0.2882939661
806	0.2879969478
807	0.2876181788
808	0.2875616957
809	0.2871269251
810	0.2865910722
811	0.2863380178
812	0.2853270387
813	0.2849867505
814	0.284661912
815	0.2841936185
816	0.284156254
817	0.2832180265
818	0.2824398259
819	0.281281249
820	0.2804710198
821	0.2795923761
822	0.2792763226
823	0.2786646017
824	0.2779936339
825	0.2776473223
826	0.276970362
827	0.2763823582
828	0.2760294079
829	0.2750732736
830	0.2746915763
831	0.2743403327
832	0.274287851
833	0.2742257933
834	0.2740077727
835	0.2735420341
836	0.2726235823
837	0.271895589
838	0.2715554695
839	0.2709213109
840	0.2705504684
841	0.2700611206
842	0.2691130895
843	0.2685720469
844	0.268064823
845	0.2672341751
846	0.2666482061
847	0.2659386215
848	0.2651709726
849	0.2644297337
850	0.263547756
851	0.2627894603
852	0.2621129668
853	0.2613460407
854	0.2607412647
855	0.2606781362
856	0.260296841
857	0.2601394724
858	0.2598242868
859	0.2589946591
860	0.258267243
861	0.2581018997
862	0.2574133661
863	0.257356489
864	0.2573025086
865	0.2566606394
866	0.256117047
867	0.2556904444
868	0.2551808525
869	0.2546323843
870	0.2544117016
871	0.2533657921
872	0.2532183561
873	0.2527233783
874	0.2525089235
875	0.2524722171
876	0.2524368893
877	0.2520187328
878	0.2515278343
879	0.2510350011
880	0.2502286803
881	0.2497358575
882	0.2495511965
883	0.2488513741
884	0.2480676093
885	0.2473772256
886	0.2472534507
887	0.247090734
888	0.2466256096
889	0.2462001033
890	0.2457453109
891	0.245713637
892	0.2451369927
893	0.2446632825
894	0.2443282366
895	0.2441275199
896	0.2439876279
897	0.243394006
898	0.2431811468
899	0.2431436534
900	0.2425940521
901	0.2418196276
902	0.2413472195
903	0.2402857856
904	0.2398409503
905	0.2395205051
906	0.2389171194
907	0.2384594951
908	0.2378338656
909	0.2374720417
910	0.2368658518
911	0.2364480104
912	0.2364093916
913	0.2362480593
914	0.2360254917
915	0.2354464827
916	0.2349167238
917	0.2344937932
918	0.2342783516
919	0.2340124518
920	0.2331659838
921	0.2327386894
922	0.2320094909
923	0.2314608853
924	0.2309432265
925	0.2302135973
926	0.2298535884
927	0.2292271138
928	0.2290233916
929	0.2288577817
930	0.2286846868
931	0.2278348441
932	0.2273374926
933	0.2265437993
934	0.2261260355
935	0.2256471376
936	0.22561144
937	0.2254405273
938	0.2252283757
939	0.2246422218
940	0.2239215439
941	0.2238638629
942	0.2234152334
943	0.2227942243
944	0.2225368374
945	0.2221108686
946	0.2215417748
947	0.2209850105
948	0.2206841819
949	0.2205538544
950	0.2198082351
951	0.2197907009
952	0.2195006676
953	0.2192871775
954	0.2188317251
955	0.2187871912
956	0.2183862521
957	0.2182067448
958	0.218016172
959	0.2179781826
960	0.2175440269
961	0.2173668557
962	0.2165675555
963	0.2162495635
964	0.2157757893
965	0.214982622
966	0.2145949775
967	0.2144495489
968	0.2143579975
969	0.2141499031
970	0.2137331726
971	0.212914734
972	0.2127231313
973	0.2124408743
974	0.2122768592
975	0.2117118935
976	0.2114694083
977	0.2111805994
978	0.2110308474
979	0.2105300426
980	0.2101077061
981	0.2100149642
982	0.2098198729
983	0.2092524419
984	0.2087209281
985	0.2084215473
986	0.2079182418
987	0.2074562564
988	0.2069529701
989	0.2066011436
990	0.2062911232
991	0.2055600228
992	0.2053728945
993	0.205190981
994	0.2045366915
995	0.2042504662
996	0.2038125229
997	0.203417011
998	0.2032590033
999	0.2029553642
